listing_id,name,trade,region,website,email,status,reviews,rating
3600,Enhanced Plumbing & Gas,gasfitters,Whangārei,https://enhancedpg.co.nz/,info@enhancedpg.co.nz,skip,19,5.0
2688,Gas Fix Tauranga,gasfitters,Tauranga,https://www.gasfix.co.nz/,phil@gasfix.co.nz,skip,39,5.0
3231,Warren Plumbing Ltd,gasfitters,Hastings,http://www.warrenplumbing.co.nz/,mymail@mailservice.com,skip,45,5.0
1975,Auckland Gas & Plumbing Services,gasfitters,Auckland,https://www.aucklandgasservices.co.nz/?utm_source=Google&amp;utm_medium=my_business&amp;utm_campaign=my_business,admin@aucklandgasservices.co.nz,skip,11,5.0
2523,Rapid Plumbing and Gas ltd,gasfitters,Hamilton,http://rapidplumbingandgas.co.nz/,office@rapidplumbingandgas.co.nz,skip,14,5.0
3599,Plumbuilt Plumbing - Northland,gasfitters,Whangārei,https://www.plumbuilt.co.nz/northland,service@plumbuilt.co.nz,skip,15,4.9
3117,H & O Plumbing,gasfitters,Napier,http://www.hoplumbing.com/,astigma@astigmatic.com,skip,64,4.9
2175,Hutt Gas & Plumbing,gasfitters,Wellington,http://www.huttgas.co.nz/,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,skip,240,4.9
2985,Stop leak plumbing & Drain cleaning jetters,gasfitters,Palmerston North,http://www.stopleakplumbing.nz/,office@stopleakplumbing.nz,skip,96,4.9
1973,Laser Plumbing Grey Lynn,gasfitters,Auckland,https://laserplumbinggreylynn.co.nz/,greylynn@laserplumbing.co.nz,skip,771,4.9
3326,Laser Plumbing and Electrical New Plymouth,gasfitters,New Plymouth,http://schema.org/Place,,no_email,239,4.9
4460,Laser Plumbing Wanganui,gasfitters,Whanganui,https://www.laserplumbingwanganui.co.nz/,wanganui@laserplumbing.co.nz,skip,99,4.8
3474,Foleys | Rotorua,gasfitters,Rotorua,http://schema.org/Place,,no_email,141,4.8
1974,Sullivan Plumbing and Gas Fitting,gasfitters,Auckland,https://www.sullivanplumbing.co.nz/,admin@sullivanplumbing.co.nz,skip,211,4.8
2335,Whitehead Plumbing & Gas,gasfitters,Christchurch,http://www.whiteheadplumbing.co.nz/,info@whiteheadplumbing.co.nz,skip,244,4.7
2336,Clyne & Bennie Plumbing & Electrical,gasfitters,Christchurch,http://schema.org/Place,,no_email,735,4.7
2337,Walton Plumbing Christchurch,gasfitters,Christchurch,http://schema.org/Place,,no_email,368,4.7
2338,Foleys | Christchurch,gasfitters,Christchurch,http://schema.org/Place,,no_email,536,4.7
4287,Inspire Plumbing and Drainage LTD,gasfitters,Porirua,http://www.inspireplumbing.co.nz/,info@inspireplumbing.co.nz,skip,85,4.7
4357,Energy Plumbing & Gas,gasfitters,Gisborne,http://schema.org/Place,,no_email,9,4.9
2853,"Adams Plumbing, Drainage, Electrical and Gas Fitting",gasfitters,Dunedin,http://www.adamsnz.com/,service@adamsnz.com,skip,116,4.6
3876,Gasco South Island Limited,gasfitters,Queenstown,http://gasco.net.nz/,info@gasco.co.nz,skip,6,5.0
1033,Whanganui Gas & Heating,gasfitters,Whanganui,http://schema.org/Place,,no_email,0,5.0
898,Dunedin Gas Services,gasfitters,Dunedin,http://schema.org/Place,,no_email,0,5.0
900,Otago Gas Co,gasfitters,Dunedin,http://schema.org/Place,,no_email,0,5.0
908,Certified Gas Gisborne,gasfitters,Gisborne,http://schema.org/Place,,no_email,0,5.0
918,Gas Right Hamilton,gasfitters,Hamilton,http://schema.org/Place,,no_email,0,5.0
972,Precision Gas New Plymouth,gasfitters,New Plymouth,http://schema.org/Place,,no_email,0,5.0
1004,Precision Gas Rotorua,gasfitters,Rotorua,http://schema.org/Place,,no_email,0,5.0
1032,Certified Gas Whanganui,gasfitters,Whanganui,http://schema.org/Place,,no_email,0,4.9
1034,Whanganui Gas Services,gasfitters,Whanganui,http://schema.org/Place,,no_email,0,4.9
1037,Whangarei Gas Services,gasfitters,Whangārei,http://schema.org/Place,,no_email,0,4.9
879,Precision Gas Auckland,gasfitters,Auckland,http://schema.org/Place,,no_email,0,4.9
880,Quality Gasfitting Auckland,gasfitters,Auckland,http://schema.org/Place,,no_email,0,4.9
881,NZ Gas Specialists,gasfitters,Auckland,http://schema.org/Place,,no_email,0,4.9
882,Auckland Gas Co,gasfitters,Auckland,https://aucklandgascompany.co.nz/,your@email.com,skip,0,4.9
885,Christchurch Gasfitting & Plumbing,gasfitters,Christchurch,http://schema.org/Place,,no_email,0,4.9
895,Pro Gas Dunedin,gasfitters,Dunedin,http://schema.org/Place,,no_email,0,4.9
906,Gisborne Gas & Heating,gasfitters,Gisborne,http://schema.org/Place,,no_email,0,4.9
923,Quality Gasfitting Hawke's Bay,gasfitters,Hastings,http://schema.org/Place,,no_email,0,4.9
924,Hastings Gas Services,gasfitters,Hastings,http://schema.org/Place,,no_email,0,4.9
948,Certified Gas Napier,gasfitters,Napier,http://schema.org/Place,,no_email,0,4.9
960,Precision Gas Nelson,gasfitters,Nelson,http://schema.org/Place,,no_email,0,4.9
964,New Plymouth Gasfitting & Plumbing,gasfitters,New Plymouth,http://schema.org/Place,,no_email,0,4.9
979,Palmerston North Gas & Heating,gasfitters,Palmerston North,http://schema.org/Place,,no_email,0,4.9
1003,Rotorua Gas & Heating,gasfitters,Rotorua,http://schema.org/Place,,no_email,0,4.9
1013,Upper Hutt Gas & Heating,gasfitters,Upper Hutt,https://upperhuttplumbing.com/,samuelhowell247@gmail.com,skip,0,4.9
1014,Pro Gas Upper Hutt,gasfitters,Upper Hutt,http://schema.org/Place,,no_email,0,4.9
1016,Precision Gas Upper Hutt,gasfitters,Upper Hutt,http://schema.org/Place,,no_email,0,4.9
1023,Precision Gas Wellington,gasfitters,Wellington,http://schema.org/Place,,no_email,0,4.9
1025,Wellington Gas Services,gasfitters,Wellington,http://schema.org/Place,,no_email,0,4.8
1030,Pro Gas Whanganui,gasfitters,Whanganui,http://schema.org/Place,,no_email,0,4.8
876,Auckland Gasfitting & Plumbing,gasfitters,Auckland,http://schema.org/Place,,no_email,0,4.8
877,Auckland Gas & Heating,gasfitters,Auckland,http://schema.org/Place,,no_email,0,4.8
888,Quality Gasfitting Canterbury,gasfitters,Christchurch,http://schema.org/Place,,no_email,0,4.8
891,Certified Gas Christchurch,gasfitters,Christchurch,http://schema.org/Place,,no_email,0,4.8
893,Gas Right Christchurch,gasfitters,Christchurch,http://schema.org/Place,,no_email,0,4.8
899,Certified Gas Dunedin,gasfitters,Dunedin,http://schema.org/Place,,no_email,0,4.8
905,Quality Gasfitting Gisborne,gasfitters,Gisborne,http://schema.org/Place,,no_email,0,4.8
914,Precision Gas Hamilton,gasfitters,Hamilton,http://schema.org/Place,,no_email,0,4.8
935,Invercargill Gasfitting & Plumbing,gasfitters,Invercargill,http://schema.org/Place,,no_email,0,4.8
938,Invercargill Gas & Heating,gasfitters,Invercargill,http://schema.org/Place,,no_email,0,4.8
939,Pro Gas Lower Hutt,gasfitters,Lower Hutt,http://schema.org/Place,,no_email,0,4.8
944,Lower Hutt Gasfitting & Plumbing,gasfitters,Lower Hutt,http://schema.org/Place,,no_email,0,4.8
955,Nelson Gas Services,gasfitters,Nelson,http://schema.org/Place,,no_email,0,4.8
966,New Plymouth Gas Services,gasfitters,New Plymouth,http://schema.org/Place,,no_email,0,4.8
968,Gas Right New Plymouth,gasfitters,New Plymouth,http://schema.org/Place,,no_email,0,4.8
971,New Plymouth Gas & Heating,gasfitters,New Plymouth,http://schema.org/Place,,no_email,0,4.8
990,Queenstown Gasfitting & Plumbing,gasfitters,Queenstown,http://schema.org/Place,,no_email,0,4.8
992,Gas Right Queenstown,gasfitters,Queenstown,http://schema.org/Place,,no_email,0,4.8
996,Rotorua Gasfitting & Plumbing,gasfitters,Rotorua,http://schema.org/Place,,no_email,0,4.8
998,Rotorua Gas Services,gasfitters,Rotorua,http://schema.org/Place,,no_email,0,4.8
1005,Precision Gas Tauranga,gasfitters,Tauranga,http://schema.org/Place,,no_email,0,4.8
1008,Certified Gas Tauranga,gasfitters,Tauranga,http://schema.org/Place,,no_email,0,4.8
1009,Gas Right Tauranga,gasfitters,Tauranga,http://schema.org/Place,,no_email,0,4.8
1010,Tauranga Gas Services,gasfitters,Tauranga,http://schema.org/Place,,no_email,0,4.8
1015,Upper Hutt Gasfitting & Plumbing,gasfitters,Upper Hutt,http://schema.org/Place,,no_email,0,4.8
1035,Whangarei Gasfitting & Plumbing,gasfitters,Whangārei,http://schema.org/Place,,no_email,0,4.7
2562,Dream Doors Kitchens & Bathrooms Waikato,kitchen-renovators,Hamilton,https://www.dreamdoorskitchens.com/contact-us-kitchen-company/waikato/?utm_franchise=waikato&amp;UTM_source=GMB_listing&amp;UTM_medium=organic,Jason@DreamDoors.co.nz,skip,41,5.0
4134,Master Kitchens and Bathrooms,kitchen-renovators,Lower Hutt,https://masterkitchensandbathrooms.co.nz/,info@masterkitchensandbathrooms.co.nz,skip,12,5.0
3626,Next Edition Kitchens LTD,kitchen-renovators,Whangārei,http://www.whangareikitchens.nz/,sales@nexteditionkitchens.com,skip,14,5.0
3627,Hargood Renovations & Extensions,kitchen-renovators,Whangārei,http://www.hargoodrenovationsandextensions.co.nz/,support@hargoodbuilders.co.nz,skip,12,5.0
3145,Burley Kitchens & Cabinetry Ltd,kitchen-renovators,Napier,http://www.burleykitchens.co.nz/,sales@burleykitchens.co.nz,skip,30,5.0
