listing_id,name,trade,region,website,email,status,reviews,rating
3708,Parnwell Painting Ltd | Nelson’s Residential Painting Specialists,painters,Nelson,http://www.parnwellpainting.co.nz/,info@parnwellpainting.co.nz,sent,192,5.0
1610,Auckland Roofing Solutions,roofers,Auckland,https://aucklandroofingsolutions.co.nz/,sales@aucklandroofingsolutions.co.nz,sent,177,5.0
1944,Nice Painting Company Ltd,painters,Auckland,https://possiblythenicest.netlify.app/,nicepaint@icloud.com,sent,172,5.0
3710,ADDO Painting - Painter and Decorator in Nelson/Tasman,painters,Nelson,http://schema.org/Place,,no_email,162,5.0
1942,KEMPT Painting & Decorating,painters,Auckland,https://www.kempt.co.nz/?utm_source=gbp&amp;utm_medium=organic&amp;utm_campaign=gbp-listing,miles@kempt.co.nz,sent,141,5.0
2662,Mount Roof Services,roofers,Tauranga,http://www.mountroofservices.co.nz/,sales@mrs.nz,sent,139,5.0
1950,Impact Roofing Solutions,roofers,Auckland,http://www.impactroofingsolutions.co.nz/,info@impactroofingsolutions.co.nz,sent,138,5.0
2960,BK Painters Limited,painters,Palmerston North,http://www.bkpainters.co.nz/,bhim@bkpainters.co.nz,sent,134,5.0
2318,LaserLine Tiling Christchurch,tilers,Christchurch,https://www.laserlinetiling.co.nz/,info@laserlinetiling.co.nz,sent,134,5.0
2311,Re-Roofing Specialists(SI) Ltd,roofers,Christchurch,https://www.reroofingspecialist.co.nz/,office@reroofingspecialist.co.nz,sent,133,4.9
3847,Remarkable Finish - Queenstown painters and decorators,painters,Queenstown,https://www.remarkablefinish.co.nz/,,no_email,133,5.0
3302,Transform Roofing,roofers,New Plymouth,https://www.transformroofing.com/,office@transformroofing.com,sent,121,5.0
1947,Solution Roofing,roofers,Auckland,http://schema.org/Place,,no_email,121,4.9
2963,Roof Painting Palmerston North Pros,roofers,Palmerston North,https://roofpaintingpalmerstonnorth.weebly.com/,,no_email,119,4.9
2309,Picture Perfect Painting & Decorating,painters,Christchurch,https://pppainting.co.nz/,ben@pppainting.co.nz,sent,117,5.0
1162,Auckland City Painters Ltd,painters,Auckland,http://schema.org/Place,,no_email,106,5.0
2681,Complete Concrete Cutting NZ,concreters,Tauranga,https://www.completeconcretecutting.co.nz/,completeconcretecuttingnz@gmail.com,sent,104,5.0
3446,Rotovegas Roofing Limited,roofers,Rotorua,https://www.rotovegasroofing.co.nz/,info@rotovegasroofing.co.nz,sent,92,4.9
2821,Roof Doctors,roofers,Dunedin,https://www.roofdoctors.co.nz/,info@roofdoctors.co.nz,sent,89,4.9
1303,ZR Decorating Services,painters,Wellington,https://www.zrdecorating.co.nz/,info@zrdecorating.co.nz,sent,89,5.0
2657,Paintvision Ltd,painters,Tauranga,http://www.paintvision.co.nz/,info@paintvision.co.nz,sent,88,5.0
1949,White Roofing,roofers,Auckland,http://schema.org/Place,,no_email,87,4.9
1739,Artisans Roofing,roofers,Tauranga,http://www.artisansroofing.co.nz/,sales@artisansroofing.co.nz,sent,83,5.0
2495,Waterproof Roofs Ltd,roofers,Hamilton,https://www.waterproofroofs.co.nz/,,no_email,82,5.0
2150,Kings Roofing Wellington | Roof Replacement & Repairs,roofers,Wellington,http://www.kingsroofing.co.nz/,kingsroofingltd@gmail.com,sent,80,5.0
1957,Cozy Tiling,tilers,Auckland,https://www.cozytiling.co.nz/,cozytiling.nz@gmail.com,sent,73,5.0
4268,Capital Painting Services 2022 Ltd,painters,Porirua,http://www.capitalpaintingservices.co.nz/,info@capitalpaintingervices.co.nz,sent,70,5.0
1960,Marco Tiling Limited,tilers,Auckland,http://schema.org/Place,,no_email,69,5.0
2844,Lungleys Concrete Cutting (2025) Ltd,concreters,Dunedin,https://lungleys.co.nz/,lungleys2025@gmail.com,sent,60,5.0
1608,WE ROOF LTD,roofers,Auckland,https://www.weroof.co.nz/,sales@weroof.co.nz,sent,58,4.9
4085,Tom Harbour Decorators,painters,Lower Hutt,http://www.tomharbour.co.nz/,tom@tomharbour.co.nz,sent,56,5.0
4093,Hornet Roofing,roofers,Lower Hutt,https://www.hornetroofing.co.nz/,0800hornet@gmail.com,sent,55,4.9
2328,Knockout Concrete Cutters,concreters,Christchurch,http://www.knockoutconcrete.co.nz/,info@knockoutconcrete.co.nz,sent,55,5.0
2167,Hayes Masonry,concreters,Wellington,https://www.hayesmasonrynz.co.nz/,hayesmasonrynz@gmail.com,sent,51,4.9
2503,AV Tiling Waikato,tilers,Hamilton,http://www.avtiling.com/,av.tiling.ltd@gmail.com,sent,51,5.0
2151,Wellington Roof Painting Ltd,roofers,Wellington,http://www.wellingtonroofpainting.co.nz/,wgtnroofpainting@gmail.com,sent,50,4.9
